Record,strat_depth,SH20_age,Group,Guano_Zone,Guano_Sum,LnP2O5_TiO2,LnCaO_TiO2,LnCu_TiO2,LnZn_TiO2,LnSr_TiO2,LnP_Ti,LnCa_Ti,LnCu_Ti,LnZn_Ti,LnSr_Ti,LnP_Ti_CS,LnCa_Ti_CS,LnCu_Ti_CS,LnZn_Ti_CS,LnSr_Ti_CS,Plot_order
ARD,262,5115,Unit 6,ARD GZ 0,Non Guano,0.533683762,1.926313941,-4.429656314,-4.364834234,-3.202038601,0.216451072,2.102398396,5.292620477,5.357442557,6.52023819,-5.574491164,1.287220176,-1.0552141,-0.676077476,1.527628252,2
ARD,264,5131,Unit 6,ARD GZ 0,Non Guano,0.121947907,1.860673591,-4.758081638,-4.641984159,-3.340030946,-0.195284782,2.036758046,4.964195154,5.080292632,6.382245845,-4.258759841,1.127899036,-0.987924277,-0.625569292,1.737968606,2
ARD,266,5146,Unit 6,ARD GZ 0,Non Guano,-0.25803183,1.819400558,-5.005250212,-4.846394897,-3.457909955,-0.575264519,1.995485013,4.717026579,4.875881894,6.264366836,-5.127306601,1.101327669,-1.336039797,-0.898649701,1.545279989,2
ARD,268,5162,Unit 6,ARD GZ 0,Non Guano,0.444068901,1.908354022,-4.511644548,-4.414622113,-3.259409353,0.126836211,2.084438477,5.210632244,5.307654679,6.462867439,-4.993090984,0.951190802,-2.019337618,-1.484795467,1.1998937,2
ARD,270,5177,Unit 6,ARD GZ 0,Non Guano,0.396102418,1.908878538,-4.460965752,-4.40743635,-3.26096804,0.078869729,2.084962993,5.26131104,5.314840441,6.461308751,-5.315666005,0.882134975,-1.669346165,-0.99928962,1.627858525,2
ARD,272,5192,Unit 6,ARD GZ 0,Non Guano,0.724794266,1.968566491,-4.264827915,-4.192983977,-3.128438243,0.407561577,2.144650946,5.457448877,5.529292814,6.593838548,-4.760618725,0.965043838,-1.507780744,-0.932965959,1.621812394,2
ARD,274,5207,Unit 6,ARD GZ 0,Non Guano,0.638415487,1.926045408,-4.301938891,-4.234106505,-3.18328488,0.321182798,2.102129863,5.4203379,5.488170287,6.538991912,-3.883412471,1.38259359,-0.38457662,0,2.226290848,2
ARD,276,5223,Unit 6,ARD GZ 0,Non Guano,0.122217633,1.79729965,-4.750780274,-4.611859174,-3.401197382,-0.195015057,1.973384105,4.971496518,5.110417617,6.32107941,-4.211347567,1.165878261,-0.928262222,-0.4724256,1.799726091,2
ARD,278,5238,Unit 6,ARD GZ 0,Non Guano,0.118913874,1.811033934,-4.627991352,-4.620907767,-3.347666267,-0.198318816,1.987118389,5.094285439,5.101369024,6.374610524,-4.772963642,1.055868847,-1.239838718,-0.77264803,1.529796208,2
ARD,280,5253,Unit 6,ARD GZ 0,Non Guano,0.102786163,1.81538437,-4.765857951,-4.617423573,-3.380440024,-0.214446527,1.991468825,4.95641884,5.104853219,6.341836767,-4.212299848,0.994131701,-1.241289258,-0.821231108,1.51878103,2
ARD,282,5276,Unit 6,ARD GZ 0,Non Guano,0.157684759,1.827074028,-4.68894427,-4.676653957,-3.394521789,-0.159547931,2.003158483,5.033332521,5.045622834,6.327755002,-5.229324495,1.036356874,-1.159728103,-0.723606388,1.686465089,2
ARD,284,5300,Unit 6,ARD GZ 0,Non Guano,,,,,,,,,,,-4.144682115,0.977974389,-1.202813832,-0.728956633,1.660085463,2
ARD,286,5324,Unit 6,ARD GZ 0,Non Guano,2.392457366,2.573247162,-2.470158697,-2.684008717,-1.983988658,2.075224676,2.749331617,7.252118095,7.038268074,7.738288134,-3.151385583,1.4647766,0.459532329,0.47878627,2.398168236,2
ARD,288,5351,Unit 6,ARD GZ 0,Non Guano,2.92181155,3.158672463,-2.208988344,-2.158111908,-1.562790224,2.60457886,3.334756918,7.513288448,7.564164883,8.159486568,-3.155986736,1.928665823,1.050835809,1.262853871,3.249281076,2
ARD,290,5377,Unit 6,ARD GZ 0,Non Guano,,,,,,,,,,,-2.885384216,2.111727205,0.452136627,0.919618522,2.951344903,2
ARD,292,5420,Unit 6,ARD GZ 0,Non Guano,,,,,,,,,,,-3.242020542,1.59928165,0.997022503,1.020659335,3.016020773,2
ARD,294,5463,Unit 6,ARD GZ 0,Non Guano,2.162391451,2.49744393,-2.741831984,-2.842150908,-2.137678578,1.845158761,2.673528386,6.980444808,6.880125884,7.584598214,-4.645077477,1.474277583,0.321257559,0.545495583,2.408693442,2
ARD,296,5507,Unit 5,ARD GZ 2,Guano,,,,,,,,,,,-3.420664776,2.066045423,1.008624605,1.171861712,3.075646016,6
ARD,298,5552,Unit 5,ARD GZ 2,Guano,,,,,,,,,,,-4.022285771,1.335243455,0.067763867,0.401362538,2.65580474,6
ARD,300,5597,Unit 5,ARD GZ 2,Guano,0.379245119,1.715726995,-4.442344297,-4.514515818,-3.332602731,0.062012429,1.89181145,5.279932494,5.207760974,6.38967406,-4.131604665,1.216824743,0.54278059,0.606054704,2.955690528,6
ARD,302,5643,Unit 5,ARD GZ 2,Guano,1.844665025,2.291494406,-3.014374416,-3.154796968,-2.411218934,1.527432336,2.467578861,6.707902375,6.567479823,7.311057857,-3.430278591,1.267665028,0.151417193,0.213757817,2.119690123,6
ARD,304,5689,Unit 5,ARD GZ 2,Guano,2.377167036,2.672010265,-2.654753962,-2.716939149,-1.979049099,2.059934347,2.84809472,7.067522829,7.005337643,7.743227693,-4.134023046,1.913180257,1.114503656,1.348102866,3.311394511,6
ARD,306,5744,Unit 5,ARD GZ 2,Guano,,,,,,,,,,,-2.515337767,2.668589677,1.023828712,1.446438021,3.297584589,6
ARD,308,5807,Unit 5,ARD GZ 2,Guano,,,,,,,,,,,-2.990415132,2.215255172,0.893956342,0.862308131,2.640253437,6
ARD,310,5870,Unit 5,ARD GZ 2,Guano,-1.356403424,1.651782311,-5.521192343,-5.253500779,-3.697307381,-1.673636113,1.827866766,4.201084448,4.468776013,6.024969411,-5.666920881,0.780950816,-2.459539436,-1.800194151,0.845885231,6
ARD,312,6000,Unit 4,ARD GZ 0,Non Guano,-1.26109368,1.63526612,-5.444453138,-5.228686537,-3.703665966,-1.578326369,1.811350575,4.277823654,4.493590255,6.018610826,-4.591846525,0.695974774,-2.855516861,-1.653618746,1.172237567,2
ARD,314,6131,Unit 4,ARD GZ 0,Non Guano,-1.121734706,1.59085359,-5.449545447,-5.18725883,-3.703590305,-1.438967396,1.766938045,4.272731345,4.535017962,6.018686487,-4.23610351,1.317657678,0.081384604,0.264854926,2.247952458,2
ARD,316,6266,Unit 4,ARD GZ 0,Non Guano,-1.034113807,1.603655693,-5.346587866,-5.144807507,-3.69208767,-1.351346496,1.779740148,4.375688925,4.577469284,6.030189122,-4.933905805,0.88492693,-2.442441755,-1.792707067,0.730059287,2
ARD,318,6405,Unit 4,ARD GZ 0,Non Guano,-0.257436506,1.647425453,-4.908510745,-4.802286902,-3.555348061,-0.574669195,1.823509908,4.813766046,4.91998989,6.16692873,-4.695509353,0.982592647,-1.306507245,-1.07968947,1.142309437,2
ARD,320,6544,Unit 4,ARD GZ 0,Non Guano,2.292726998,2.612349511,-2.702923528,-2.779346497,-2.053713862,1.975494308,2.788433966,7.019353263,6.942930294,7.66856293,-3.110547948,2.235447854,0.921034293,0.901622006,2.882249044,2
ARD,322,6673,Unit 3,ARD GZ 1,Guano,2.736529672,3.058533175,-2.433193886,-2.568288259,-1.753607703,2.419296983,3.23461763,7.289082905,7.153988533,7.968669088,-2.9182137,2.304266584,0.732657421,0.748705062,2.887957666,7
ARD,324,6802,Unit 3,ARD GZ 1,Guano,1.752000977,2.311759469,-3.054949568,-3.303585705,-2.54374715,1.434768288,2.487843924,6.667327223,6.418691087,7.178529642,-2.979921668,2.166774497,1.0565722,0.589887158,2.76458868,7
ARD,326,6933,Unit 3,ARD GZ 1,Guano,-0.773074555,1.576371235,-5.061731182,-5.003738715,-3.659555839,-1.090307244,1.75245569,4.66054561,4.718538076,6.062720952,-4.878287242,0.678332095,-2.554310959,-1.99848162,0.226182942,7
ARD,328,7068,Unit 2,ARD GZ 0,Non Guano,-1.246453799,1.244722463,-5.957522573,-5.152207192,-3.935811867,-1.563686489,1.420806919,3.764754219,4.5700696,5.786464924,-4.730568595,0.370272967,-3.157794667,-2.094372498,0.285783659,2
ARD,330,7202,Unit 2,ARD GZ 0,Non Guano,-1.694532339,1.269651576,-6.181712498,-5.249880401,-4.000227855,-2.011765029,1.445736032,3.540564294,4.472396391,5.722048937,-5.28207506,0.433733575,-3.304912368,-2.129022532,0.428106648,2
ARD,332,7334,Unit 2,ARD GZ 0,Non Guano,-1.616902776,1.305607854,-6.152880683,-5.257953143,-3.978852478,-1.934135466,1.481692309,3.569396109,4.464323649,5.743424313,-5.046091193,0.377338606,-3.828419544,-1.772204853,0.592876861,2
ARD,334,7465,Unit 2,ARD GZ 0,Non Guano,-1.60727925,1.355573349,-6.439708881,-5.304277829,-3.994183928,-1.924511939,1.531657805,3.282567911,4.417998963,5.728092863,-5.214226622,0.499075613,-3.604788709,-2.007599419,0.25383352,2
ARD,336,7595,Unit 2,ARD GZ 0,Non Guano,-1.675383893,1.352229112,-6.260130296,-5.317487283,-3.997884296,-1.992616583,1.528313567,3.462146496,4.404789509,5.724392495,-5.070068211,0.488474382,-5.657854876,-2.020268716,0.643664594,2
ARD,338,7725,Unit 2,ARD GZ 0,Non Guano,-1.719088279,1.331202979,-6.375008272,-5.249819713,-4.009289313,-2.036320968,1.507287434,3.34726852,4.472457079,5.712987479,-6.24481394,0.635570142,-3.265888785,-2.001091977,0.627774619,2
ARD,340,7855,Unit 2,ARD GZ 0,Non Guano,-1.719694399,1.410718913,-6.301458491,-5.320540503,-3.974366136,-2.036927088,1.586803368,3.4208183,4.401736288,5.747910655,-5.457343361,0.615701173,-3.203285309,-2.219697433,0.557015006,2
ARD,344,8117,Unit 2,ARD GZ 0,Non Guano,-1.773489214,1.385480581,-6.343546652,-5.356369378,-3.98746676,-2.090721903,1.561565036,3.378730139,4.365907413,5.734810031,-6.775529157,0.527640895,-3.731006719,-2.174653895,0.288374805,2
ARD,346,8241,Unit 2,ARD GZ 0,Non Guano,-1.27766052,1.354772275,-4.363947518,-4.398555937,-3.235405127,-1.59489321,1.53085673,5.358329274,5.323720855,6.486871665,-5.07321878,0.345101379,-1.293299616,-1.247298474,1.030876664,2
ARD,348,8358,Unit 1,ARD GZ 0,Non Guano,-1.468107921,1.298124235,-4.214613425,-4.586242176,-3.202555378,-1.785340611,1.474208691,5.507663366,5.136034615,6.519721413,-4.504033541,0.323708604,-1.40115663,-1.476664183,0.928544119,2
ARD,350,8474,Unit 1,ARD GZ 0,Non Guano,-1.599713363,1.419924432,-4.331487722,-4.758597277,-3.174801795,-1.916946052,1.596008887,5.390789069,4.963679515,6.547474996,-4.650621449,0.414817637,-1.559578996,-1.805712065,1.0815865,2
ARD,352,8575,Unit 1,ARD GZ 0,Non Guano,-1.667889988,1.455287233,-4.61859311,-4.86753445,-3.316937038,-1.985122677,1.631371688,5.103683681,4.854742341,6.405339753,-5.985614133,0.74141831,-1.803563991,-1.783412175,1.052438147,2
ARD,356,8777,Unit 1,ARD GZ 0,Non Guano,-1.594187072,1.469456407,-4.19494437,-4.722678836,-3.113240923,-1.911419762,1.645540862,5.527332421,4.999597956,6.609035868,-4.021624515,0.508283186,-1.53498326,-1.440776572,1.242683535,2
YAN,3,413,Freshwater,YAN GZ 0,Non Guano,-1.756688327,1.354186966,-5.668711332,-5.30359752,-3.885462553,-2.073921016,1.530271421,4.053565459,4.418679272,5.836814239,-6.579894944,0.513415295,-2.967135975,-2.693469506,-0.264380782,1
YAN,5,725.64,Freshwater,YAN GZ 0,Non Guano,-1.693390787,1.382861863,-5.676182863,-5.401079573,-3.918324946,-2.010623476,1.558946319,4.046093928,4.321197219,5.803951846,-5.735677273,0.261557262,-2.350067415,-2.571609685,-0.137887613,1
YAN,7,961.52,Freshwater,YAN GZ 0,Non Guano,-1.681377258,1.007361998,-4.846401589,-4.992494207,-3.754282829,-1.998609948,1.183446453,4.875875203,4.729782584,5.967993962,-6.011609113,0.005745571,-2.097205223,-2.454021038,-0.207946228,1
YAN,9,1197.4,Freshwater,YAN GZ 0,Non Guano,-1.589149812,0.853742827,-4.614608265,-4.868388786,-3.654465651,-1.906382501,1.029827282,5.107668526,4.853888005,6.06781114,-5.18994769,-0.091565254,-1.497535463,-2.349501041,0.017662318,1
YAN,13,2153.18,Freshwater,YAN GZ 0,Non Guano,-1.401870101,1.01901469,-5.290903589,-5.257380897,-3.918915623,-1.719102791,1.195099145,4.431373203,4.464895895,5.803361168,-5.490032211,-0.043393009,-2.041392973,-2.344417448,-0.00526105,1
YAN,15,2711.74,Freshwater,YAN GZ 0,Non Guano,-1.586172852,0.981185823,-4.943069975,-5.04843049,-3.767496645,-1.903405541,1.157270278,4.779206817,4.673846301,5.954780147,-6.082678344,0.051523296,-2.251193376,-2.457273014,-0.132077392,1
YAN,17,3040.18,Freshwater,YAN GZ 0,Non Guano,-1.553578041,1.028446291,-5.159434159,-5.181657296,-3.844293558,-1.87081073,1.204530746,4.562842633,4.540619496,5.877983233,-5.744622346,0.122992441,-1.948380192,-2.436651655,-0.049940749,1
YAN,19,3368.62,Freshwater,YAN GZ 0,Non Guano,-1.578379515,1.216512154,-5.193587965,-5.327119357,-3.836114042,-1.895612205,1.392596609,4.528688827,4.395157434,5.886162749,-5.786267728,0.261179606,-2.195868212,-2.551109007,-0.100498154,1
YAN,21,3660.84,Freshwater,YAN GZ 0,Non Guano,-1.649459587,1.01021703,-4.534843803,-5.088878181,-3.812282737,-1.966692276,1.186301485,5.187432988,4.63339861,5.909994054,-5.636395912,-0.096276394,-1.750386084,-2.282148956,-0.061842807,1
YAN,23,3916.86,Freshwater,YAN GZ 0,Non Guano,-1.602692524,0.947933672,-4.414703661,-4.970829044,-3.757147425,-1.919925214,1.124018127,5.307573131,4.751447748,5.965129366,-5.588338613,0.152947415,-1.681032597,-2.467529705,-0.065619663,1
YAN,25,4172.88,Freshwater,YAN GZ 0,Non Guano,-1.69312456,1.169076321,-4.647357102,-5.077514823,-3.735956356,-2.010357249,1.345160776,5.074919689,4.644761969,5.986320436,-5.733406559,0.157114536,-1.947319329,-2.502499653,-0.05283077,1
YAN,27,4328.62,Freshwater,YAN GZ 0,Non Guano,-1.703881916,1.159678584,-4.626186721,-5.076908421,-3.725953426,-2.021114606,1.335763039,5.09609007,4.64536837,5.996323365,-5.535359093,0.252692526,-1.973182736,-2.561323325,-0.047214436,1
YAN,29,4484.36,Freshwater,YAN GZ 0,Non Guano,,,,,,,,,,,-5.469961698,0.296373795,-1.872075408,-2.502160809,-0.179097185,1
YAN,31,4654.93,Freshwater,YAN GZ 0,Non Guano,-1.703576903,1.283534627,-4.793761356,-5.153135357,-3.746773433,-2.020809593,1.459619082,4.928515436,4.569141435,5.975503359,-5.885899893,0.412426627,-1.956269238,-2.58817155,-0.112678782,1
YAN,33,4840.35,Freshwater,YAN GZ 0,Non Guano,-1.801686558,1.371071585,-5.034747018,-5.199368998,-3.802603337,-2.118919248,1.54715604,4.687529774,4.522907794,5.919673455,-6.685297634,0.483901754,-2.490632408,-2.552917564,-0.230329819,1
YAN,35,5025.76,Freshwater,YAN GZ 0,Non Guano,-1.879728242,1.41546985,-5.210210099,-5.27234188,-3.759753794,-2.196960932,1.591554305,4.512066692,4.449934911,5.962522998,-6.669807563,0.611631815,-2.759444471,-2.561255464,-0.286869646,1
YAN,37,5180.64,Freshwater,YAN GZ 0,Non Guano,-1.891479105,1.461344692,-5.426207879,-5.305255269,-3.753124702,-2.208711795,1.637429147,4.296068912,4.417021523,5.96915209,-7.056443331,0.686265639,-3.090648398,-2.69871876,-0.370757485,1
YAN,39,5335.52,Freshwater,YAN GZ 0,Non Guano,-1.884592868,1.481998985,-5.483743552,-5.331727344,-3.777639527,-2.201825557,1.65808344,4.23853324,4.390549447,5.944637264,-6.7136472,0.752628664,-3.074658515,-2.702925822,-0.296784207,1
YAN,41,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.906113039,1.534897425,-5.506581536,-5.324259979,-3.75404278,-2.223345729,1.71098188,4.215695255,4.398016812,5.968234011,-6.265876084,0.670328668,-2.662998416,-1.934574354,0.586744875,1
YAN,43,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.889685006,1.512883177,-5.510944273,-5.328622716,-3.763753123,-2.206917696,1.688967632,4.211332519,4.393654075,5.958523668,-6.554298292,0.673850233,-2.635357124,-1.918286327,0.586992634,1
YAN,45,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.888440451,1.525027023,-5.525203904,-5.366598874,-3.762508568,-2.205673141,1.701111478,4.197072887,4.355677917,5.959768224,-6.206836804,0.682508877,-2.640457375,-1.899121782,0.586800773,1
YAN,47,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.871495663,1.513637116,-5.422867577,-5.355728274,-3.775277898,-2.188728353,1.689721571,4.299409215,4.366548518,5.946998893,-6.230383018,0.709736591,-2.608545215,-1.88901563,0.631079601,1
YAN,49,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.881064361,1.498393034,-5.492385581,-5.340369374,-3.780876138,-2.198297051,1.674477489,4.229891211,4.381907418,5.941400654,-6.625825859,0.738861205,-2.58412503,-1.87455932,0.670998016,1
YAN,51,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.885104771,1.495642001,-5.492385581,-5.254426944,-3.780876138,-2.20233746,1.671726456,4.229891211,4.467849848,5.941400654,-6.352629396,0.749551504,-2.600638077,-1.877617778,0.652742624,1
YAN,53,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.868425351,1.499007851,-5.522076113,-5.314436748,-3.782960377,-2.185658041,1.675092306,4.200200678,4.407840043,5.939316414,-6.410123078,0.774028386,-2.612247991,-1.867582475,0.668968443,1
YAN,55,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.861452008,1.478874658,-5.481863663,-5.319344734,-3.826440638,-2.178684698,1.654959113,4.240413128,4.402932058,5.895836154,-6.819161051,0.795151096,-2.636467319,-1.874854366,0.680402248,1
YAN,59,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.869619791,1.543650172,-5.538458494,-5.299566586,-3.762699366,-2.186852481,1.719734627,4.183818297,4.422710206,5.959577425,-6.87046128,0.772953174,-2.646412082,-1.877440533,0.572819204,1
YAN,61,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.853229562,1.505237688,-5.507423458,-5.315051566,-3.794444867,-2.170462252,1.681322143,4.214853333,4.407225226,5.927831925,-7.253656606,0.780946002,-2.689673978,-1.868920143,0.576803876,1
YAN,63,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.860040977,1.546475566,-5.540952261,-5.314639135,-3.778725139,-2.177273666,1.722560022,4.18132453,4.407637656,5.943551652,-6.962452514,0.765425807,-2.710993209,-1.89895373,0.551731324,1
YAN,65,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.864330162,1.564702019,-5.490689259,-5.310896149,-3.772261063,-2.181562852,1.740786474,4.231587532,4.411380643,5.950015728,-6.970388577,0.752352176,-2.681888001,-1.897327382,0.534996538,1
YAN,67,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.800239229,1.417175675,-5.385219088,-5.273301172,-3.913834053,-2.117471919,1.59326013,4.337057703,4.448975619,5.808442738,-6.732411427,0.758887611,-2.665816777,-1.88872177,0.560355595,1
YAN,69,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.847079039,1.576356015,-5.444986715,-5.322384393,-3.781939352,-2.164311728,1.75244047,4.277290077,4.399892399,5.94033744,-6.692237219,0.768466605,-2.66412792,-1.895424788,0.587771034,1
YAN,71,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.846453061,1.582143295,-5.488812499,-5.334661819,-3.789589283,-2.16368575,1.75822775,4.233464292,4.387614972,5.932687509,-6.291750423,0.76335122,-2.600775265,-1.907540858,0.595095462,1
YAN,73,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.837120168,1.570591895,-5.522085723,-5.311520954,-3.792090848,-2.154352857,1.74667635,4.200191069,4.410755838,5.930185944,-6.325351224,0.749885829,-2.616704409,-1.907377769,0.58063991,1
YAN,75,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.849399249,1.582003975,-5.49905799,-5.316736433,-3.779042425,-2.166631938,1.75808843,4.223218802,4.405540359,5.943234366,-6.034987652,0.699119458,-2.664413131,-1.930203941,0.533179429,1
YAN,77,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.874670705,1.594689328,-5.472397989,-5.331319391,-3.748549726,-2.191903394,1.770773783,4.249878802,4.3909574,5.973727066,-6.06479036,0.706618758,-2.694702532,-1.950025096,0.505054892,1
YAN,79,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.875307039,1.592760169,-5.488301796,-5.318883644,-3.743795212,-2.192539729,1.768844624,4.233974995,4.403393147,5.97848158,-6.042337483,0.701906323,-2.697853463,-1.948443473,0.509020806,1
YAN,81,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.866493812,1.561336303,-5.458959536,-5.321758415,-3.781313374,-2.183726501,1.737420758,4.263317255,4.400518377,5.940963418,-6.206935427,0.715344431,-2.719151386,-1.940316069,0.517302677,1
YAN,83,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.820999499,1.493186505,-5.422867577,-5.305084541,-3.861803248,-2.138232189,1.66927096,4.299409215,4.417192251,5.860473543,-6.220296586,0.755418368,-2.708450682,-1.922235332,0.569725153,1
YAN,85,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.829077232,1.476429669,-5.427150238,-5.29709711,-3.848744435,-2.146309922,1.652514124,4.295126553,4.425179681,5.873532356,-6.668308497,0.775385983,-2.652020312,-1.916807601,0.591200162,1
YAN,87,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.839071983,1.55694404,-5.504961918,-5.312590026,-3.839544738,-2.156304672,1.733028495,4.217314873,4.409686766,5.882732053,-6.501821879,0.747070065,-2.63631889,-1.911857629,0.603427153,1
YAN,89,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.858794871,1.591827394,-5.508453612,-5.313393029,-3.788438047,-2.17602756,1.76791185,4.21382318,4.408883762,5.933838744,-6.472180681,0.727137523,-2.530425518,-1.862911764,0.609497892,1
YAN,91,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.868949108,1.641305651,-5.521460918,-5.320790222,-3.759233796,-2.186181797,1.817390106,4.200815874,4.401486569,5.963042995,-6.782877692,0.683568785,-2.418914457,-1.826702929,0.593869903,1
YAN,93,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.850321998,1.476867177,-5.439303299,-5.271166377,-3.867172439,-2.167554688,1.652951632,4.282973492,4.451110414,5.855104352,-6.892738987,0.643186499,-2.33139187,-1.776633594,0.574115312,1
YAN,95,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.838893547,1.472128454,-5.367573361,-5.291587454,-3.857665044,-2.156126236,1.64821291,4.35470343,4.430689337,5.864611747,-6.601200899,0.663175559,-2.220115567,-1.71473999,0.623536844,1
YAN,97,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.849534977,1.479864483,-5.389318522,-5.286664367,-3.838311693,-2.166767666,1.655948938,4.33295827,4.435612424,5.883965099,-7.26486138,0.67036816,-2.159673769,-1.664589282,0.64802697,1
YAN,99,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.849399249,1.510976138,-5.382985818,-5.219097963,-3.815512105,-2.166631938,1.687060594,4.339290973,4.503178828,5.906764686,-5.778798324,0.636541074,-2.565866053,-2.021049463,0.579493165,1
YAN,101,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.847750385,1.504860064,-5.392987136,-5.261217859,-3.815025356,-2.164983074,1.680944519,4.329289655,4.461058933,5.907251435,,0.697762396,-2.41468867,-1.926894685,0.602164388,1
YAN,103,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.857072484,1.527457845,-5.400100061,-5.304789881,-3.805050886,-2.174305173,1.703542301,4.322176731,4.41748691,5.917225906,,0.643924995,-2.852401095,-1.933319849,0.530736651,1
YAN,105,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.861940478,1.554233358,-5.380920895,-5.288139162,-3.79965386,-2.179173167,1.730317813,4.341355896,4.43413763,5.922622932,-6.532334292,0.621740053,-2.7657818,-2.018099255,0.528010008,1
YAN,107,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.864144194,1.560199217,-5.436159308,-5.273640379,-3.79488079,-2.181376884,1.736283672,4.286117483,4.448636413,5.927396001,,0.652811013,-2.523935994,-1.871144498,0.614474148,1
YAN,109,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.875640953,1.57566847,-5.4844777,-5.328131629,-3.781129188,-2.192873643,1.751752925,4.237799092,4.394145162,5.941147604,-6.714777142,0.719243945,-2.5266387,-1.83121793,0.593832633,1
YAN,111,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.870836149,1.62858336,-5.506750067,-5.306079372,-3.758240582,-2.188068838,1.804667815,4.215526724,4.41619742,5.96403621,-7.202537089,0.788942422,-2.686198116,-1.771000878,0.655072639,1
YAN,113,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.880241046,1.64935452,-5.519523559,-5.32916983,-3.741296096,-2.197473735,1.825438975,4.202753233,4.393106961,5.980980696,-7.190374557,0.810176125,-2.559536624,-1.807716042,0.83664495,1
YAN,115,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.875396365,1.672017569,-5.494432245,-5.306833632,-3.734933638,-2.192629054,1.848102024,4.227844546,4.41544316,5.987343153,,0.804390479,-2.539108126,-1.867448665,0.737394635,1
YAN,117,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.874406345,1.668761298,-5.497688517,-5.297017821,-3.735461395,-2.191639035,1.844845753,4.224588275,4.42525897,5.986815396,-6.044880587,0.775135778,-2.540430172,-1.837834102,0.590305907,1
YAN,119,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.867573841,1.687171266,-5.51108469,-5.334153982,-3.732857227,-2.18480653,1.863255721,4.211192102,4.38812281,5.989419565,,0.797822619,-2.794932371,-1.863950923,0.685103546,1
YAN,121,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.864725917,1.655488307,-5.473562664,-5.291241107,-3.742588085,-2.181958607,1.831572762,4.248714128,4.431035685,5.979688706,,0.896004381,-2.673188557,-1.973568862,0.68523946,1
YAN,123,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.880601321,1.641997444,-5.548427366,-5.325283815,-3.75389397,-2.197834011,1.818081899,4.173849425,4.396992977,5.968382821,,0.776954331,-2.387834355,-1.89145314,0.541325748,1
YAN,125,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.868255502,1.643726986,-5.488421064,-5.29059532,-3.763981759,-2.185488192,1.819811441,4.233855728,4.431681471,5.958295033,-6.092618861,0.677687588,-2.700232109,-1.961248976,0.402885179,1
YAN,127,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.877048091,1.654827615,-5.491819573,-5.330889206,-3.726871361,-2.19428078,1.83091207,4.230457219,4.391387586,5.995405431,,0.747276752,-2.669244217,-1.877683673,0.525479021,1
YAN,129,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.896899696,1.685149734,-5.530090245,-5.320369714,-3.713638163,-2.214132386,1.861234189,4.192186547,4.401907078,6.008638629,-6.593592329,0.720560956,-2.687587396,-2.016821618,0.632616681,1
YAN,131,5412.96,Freshwater,YAN GZ 0,Non Guano,-1.889602815,1.721434153,-5.522793363,-5.326678484,-3.709054987,-2.206835504,1.897518608,4.199483428,4.395598307,6.013221804,-6.760800866,0.792602263,-2.581298495,-1.811253264,0.608799855,1
