C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data     07/08/2013  re-evaluated data																																																							
peakarea																																																							
filename	position (mm)	sample surface	validity	revalidity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Sc	Ti	V	Cr	Mn	Fe	Co	Ni	Cu	Zn	Ga	As	Se	Br	Rb	Sr	Y	Zr	Sn	Cs	Ba	Ta	W	Ir	Pt	Au	Hg	Pb	Th	U	D1	S1	S2	S3	Mo inc	Mo coh
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000067.spe	134.04	7.84	1	1	0.018306	-0.003173	0.009933	0.093737	12816.55469	1.55	12	0	11	29	32	5	51	12	584	0	80	8	7	77	4881	67	0	204	302	0	0	105	267	19	4294	51	805	0	9	0	0	0	10	65	40	41	20	91	0	0	6	0	0	19377	5184
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000068.spe	136.04	7.84	1	1	0.018306	-0.003173	0.009933	0.093737	13160.33887	1.29	0	11	14	8	28	4	82	0	977	0	95	19	17	137	6361	123	0	333	499	0	0	79	311	14	4923	0	920	9	5	0	0	17	30	75	51	62	23	0	53	21	0	4	0	19705	5144
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000069.spe	138.04	7.85	1	1	0.018306	-0.003173	0.009933	0.093737	12001.19824	1.78	0	0	0	16	0	0	57	10	295	6	38	8	0	65	3250	49	0	180	286	0	0	80	290	118	4559	26	819	0	0	8	0	37	83	87	38	80	114	102	41	0	0	0	0	19092	4969
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000070.spe	140.04	7.87	1	1	0.018306	-0.003173	0.009933	0.093737	12476.77246	1.62	0	0	0	0	0	10	59	0	308	10	19	12	14	67	2410	32	0	172	261	9	22	86	244	79	4488	0	1079	0	7	0	11	0	0	44	13	52	32	36	0	64	10	0	0	20362	5569
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000071.spe	142.04	7.87	1	1	0.018306	-0.003173	0.009933	0.093737	12262.9834	1.26	5	15	0	11	18	13	93	10	69	0	11	0	8	30	949	21	0	128	166	22	0	67	324	87	4709	0	975	0	0	0	0	0	0	32	24	13	0	22	38	42	0	4	0	20053	5341
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000072.spe	144.04	7.86	1	1	0.018306	-0.003173	0.009933	0.093737	10678.36426	1.24	11	31	20	25	36	20	87	18	154	0	20	6	7	35	1173	33	0	99	183	0	53	50	162	27	3810	31	918	0	0	0	0	9	0	61	28	34	0	55	0	0	0	24	8.28E+14	17435	4705
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000073.spe	146.04	7.86	1	1	0.018306	-0.003173	0.009933	0.093737	11673.91309	1.26	17	10	21	15	10	5	68	0	236	0	28	8	0	30	1737	78	18	162	251	0	176	35	220	36	4103	0	897	0	0	8	0	11	14	25	14	16	0	15	0	0	0	0	2.13E+14	18777	5106
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000074.spe	148.04	7.88	1	1	0.018306	-0.003173	0.009933	0.093737	11522.01953	1.66	7	4	6	14	24	13	73	10	166	7	0	9	22	18	1356	19	15	120	197	13	77	67	301	0	4178	20	1011	8	8	14	0	0	0	46	49	0	0	0	0	25	0	22	2.97E+12	18956	5077
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000075.spe	150.04	7.87	1	1	0.018306	-0.003173	0.009933	0.093737	11682.81445	1.14	6	0	6	0	10	0	41	0	118	0	6	0	13	21	1209	30	10	123	169	0	71	100	249	48	4282	90	992	0	0	0	0	15	23	22	36	0	0	0	59	60	0	24	0	19328	5186
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000076.spe	152.04	7.83	1	1	0.018306	-0.003173	0.009933	0.093737	11117.74121	1.23	0	0	0	0	19	0	56	0	146	0	14	0	0	33	1198	62	16	86	208	20	10	45	239	43	4076	0	888	0	0	0	11	0	0	35	38	5	27	101	0	0	0	0	2.40E+14	18212	4916
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000077.spe	154.04	7.77	1	1	0.018306	-0.003173	0.009933	0.093737	12471.77441	1.24	0	26	8	0	30	0	68	19	683	0	102	9	0	157	4540	110	27	237	435	0	93	89	250	24	4608	50	871	5	0	0	14	6	22	39	51	77	0	0	0	82	4	13	0	19191	5043
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000078.spe	156.04	7.76	1	1	0.018306	-0.003173	0.009933	0.093737	13699.91211	1.39	0	0	15	7	20	18	66	22	1038	0	138	10	0	189	7022	105	0	319	502	11	0	98	320	27	4997	43	869	6	0	0	0	8	13	69	26	0	49	28	0	15	20	0	1.13E+15	20253	5432
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000079.spe	158.04	7.73	1	1	0.018306	-0.003173	0.009933	0.093737	13969.19824	1.31	6	5	5	7	26	0	67	35	1381	0	156	0	19	283	7575	57	14	432	658	32	0	122	358	57	4539	0	951	0	0	0	0	10	24	86	55	22	24	0	0	139	44	7	6.87E+14	20420	5453
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000080.spe	160.04	7.73	1	1	0.018306	-0.003173	0.009933	0.093737	13385.12598	1.33	0	0	0	7	31	0	73	15	632	0	85	6	0	103	4633	58	0	276	397	0	127	56	234	36	4716	0	921	0	0	6	0	42	6	26	35	62	0	22	0	20	12	13	1.65E+15	20580	5512
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000081.spe	162.04	7.73	1	1	0.018306	-0.003173	0.009933	0.093737	13418.92578	1.98	0	0	0	0	16	4	63	9	639	23	79	0	32	130	3891	89	0	232	366	37	14	30	300	20	4805	45	932	7	7	0	0	0	0	48	63	12	27	0	62	33	0	0	0	20886	5567
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000082.spe	164.04	7.68	1	1	0.018306	-0.003173	0.009933	0.093737	12013.59473	1.38	0	0	9	0	20	0	83	17	354	11	42	17	6	84	2810	61	0	184	381	22	10	120	250	95	4394	30	913	0	8	0	0	4	19	39	49	47	8	0	0	8	16	9	6.97E+13	19147	5158
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000083.spe	166.04	7.68	1	1	0.018306	-0.003173	0.009933	0.093737	12178.78809	1.31	0	0	5	13	14	0	67	0	234	0	28	5	0	72	2320	59	0	137	281	18	0	20	260	0	4851	76	830	0	0	0	0	8	0	23	25	27	95	0	0	41	0	0	1.59E+15	19454	5336
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000084.spe	168.04	7.72	1	1	0.018306	-0.003173	0.009933	0.093737	10885.55371	1.31	0	0	0	0	19	0	48	0	84	0	0	0	14	26	804	49	0	73	138	0	128	82	270	70	4155	40	879	0	6	0	0	0	10	17	14	6	0	0	0	39	0	0	4.32E+14	17689	4860
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000085.spe	170.04	7.72	1	1	0.018306	-0.003173	0.009933	0.093737	12532.16895	1.28	0	10	0	0	18	0	73	0	182	0	12	0	0	72	1767	51	5	155	253	16	66	0	315	10	5010	0	948	0	0	0	0	33	10	31	37	0	0	0	0	0	0	0	1.26E+15	20199	5351
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000086.spe	172.04	7.72	1	1	0.018306	-0.003173	0.009933	0.093737	11394.12793	1.34	0	0	15	0	18	8	51	0	71	0	9	0	10	31	690	68	0	95	199	0	0	83	347	83	4947	0	939	0	0	0	7	0	58	48	27	0	35	0	25	83	0	13	0	18174	5013
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000087.spe	174.04	7.72	1	1	0.018306	-0.003173	0.009933	0.093737	11171.03809	1.34	14	14	12	13	16	7	90	5	192	0	20	4	0	47	1245	9	0	100	194	42	0	37	219	102	4157	0	991	0	0	0	0	0	0	57	21	24	98	55	14	0	0	6	9.05E+14	18342	5065
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000088.spe	176.04	7.72	1	1	0.018306	-0.003173	0.009933	0.093737	13340.03125	1.22	0	0	6	9	21	0	66	0	128	0	21	8	6	31	1374	31	16	159	227	9	0	41	234	36	4451	0	1012	0	0	0	0	24	0	27	29	9	35	25	93	0	12	0	1.46E+14	21894	5628
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000089.spe	178.04	7.75	1	1	0.018306	-0.003173	0.009933	0.093737	12449.875	1.32	0	6	0	4	26	0	81	0	185	0	13	0	0	91	2445	46	0	101	268	13	70	20	352	109	4799	109	867	0	0	8	8	0	15	42	19	49	0	11	79	22	0	0	8.64E+14	20258	5249
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000090.spe	180.04	7.74	1	1	0.018306	-0.003173	0.009933	0.093737	12152.58789	1.52	18	4	0	0	13	0	92	0	233	0	29	0	0	84	2383	75	10	121	233	11	0	55	258	71	4246	56	943	4	0	0	8	9	0	0	26	9	95	61	0	0	0	9	0	19827	5297
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000091.spe	182.04	7.75	1	1	0.018306	-0.003173	0.009933	0.093737	12467.97461	1.29	0	0	0	6	18	0	59	9	503	0	17	0	0	117	4168	37	18	214	308	0	120	114	408	0	4413	0	896	0	0	9	0	30	23	11	44	0	0	0	0	0	32	0	4.19E+14	19651	5237
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000092.spe	184.04	7.74	1	1	0.018306	-0.003173	0.009933	0.093737	13661.69629	1.37	0	0	6	9	21	0	71	32	1249	0	124	17	10	290	10062	91	10	350	398	0	0	101	436	99	4852	131	978	0	0	5	17	0	0	59	63	40	75	0	0	0	28	6	4.29E+14	19393	5358
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000093.spe	186.04	7.71	1	1	0.018306	-0.003173	0.009933	0.093737	14481.67383	1.6	0	0	0	15	26	0	48	49	1746	0	180	0	11	355	14020	220	0	486	516	43	38	90	340	0	4610	0	993	0	0	7	0	13	0	81	67	31	48	0	0	0	0	0	3.19E+14	19419	5377
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000094.spe	188.04	7.7	1	1	0.018306	-0.003173	0.009933	0.093737	14525.9707	1.44	0	14	0	0	31	0	68	38	1147	0	84	17	0	237	7745	174	0	461	498	32	0	79	348	0	4861	0	941	0	0	0	0	34	0	71	97	0	111	29	0	0	0	15	4.96E+13	21324	5504
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000095.spe	190.04	7.69	1	1	0.018306	-0.003173	0.009933	0.093737	15947.7002	1.29	10	0	21	29	39	0	67	55	1741	5	153	16	14	270	12018	133	0	459	597	0	0	74	453	35	5316	122	1028	7	0	0	54	0	71	39	81	9	78	0	39	0	34	8	0	22602	5810
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000096.spe	192.04	7.7	1	1	0.018306	-0.003173	0.009933	0.093737	13670.0127	1.33	19	0	0	0	27	14	81	28	1207	7	103	0	26	206	7573	71	0	344	520	0	65	100	230	133	4427	0	788	0	0	11	5	0	38	10	66	53	0	50	0	0	37	5	2.14E+14	20146	5238
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000097.spe	194.04	7.67	1	1	0.018306	-0.003173	0.009933	0.093737	14721.85938	1.28	0	0	0	8	41	0	62	31	1338	0	201	0	0	284	9558	169	0	513	634	0	22	85	350	0	4511	128	999	7	0	0	0	31	28	51	80	29	6	0	0	0	31	0	0	21279	5514
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000098.spe	196.04	7.65	1	1	0.018306	-0.003173	0.009933	0.093737	11980.39941	1.27	8	0	0	24	14	0	73	0	201	0	24	0	4	44	1695	16	0	133	236	0	91	68	357	44	4163	0	856	0	0	0	0	0	47	52	83	7	0	35	0	0	6	8	0	19230	5042
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000099.spe	198.04	7.69	0	1	0.018306	-0.003173	0.009933	0.093737	10156.49023	1.1	18	24	14	0	9	5	65	0	22	0	0	4	7	8	353	28	0	52	144	4	60	9	187	34	3579	0	915	0	0	0	0	0	24	15	32	0	0	0	0	0	0	0	9.35E+14	16857	4447
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000100.spe	200.04	7.71	1	1	0.018306	-0.003173	0.009933	0.093737	10746.86035	1.4	0	0	0	0	19	5	68	6	19	0	0	0	0	0	313	16	8	71	181	7	0	57	320	60	4014	47	853	0	0	0	0	20	38	30	44	23	59	16	82	0	0	20	0	17716	4688
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000101.spe	202.04	7.72	0	1	0.018306	-0.003173	0.009933	0.093737	10046.19629	1.19	0	0	8	24	23	0	68	0	38	0	0	6	0	21	446	35	10	85	162	0	16	0	180	0	3964	0	785	0	7	0	0	0	44	82	34	21	0	0	72	65	0	0	0	16435	4609
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000102.spe	204.04	7.74	0	1	0.018306	-0.003173	0.009933	0.093737	9958.7002	1.18	9	10	21	22	21	15	48	0	40	10	4	0	4	20	552	23	5	59	144	0	0	70	197	34	3923	97	802	0	0	0	23	0	0	16	37	12	51	25	11	0	6	0	8.82E+13	16086	4544
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000103.spe	206.04	7.77	1	1	0.018306	-0.003173	0.009933	0.093737	11303.5332	1.38	0	7	11	22	15	7	81	19	489	9	66	24	0	99	4265	90	0	183	304	54	0	95	251	65	3655	9	844	0	0	0	15	0	0	30	88	0	74	51	41	0	7	0	1.79E+14	17001	4732
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000104.spe	208.04	7.78	1	1	0.018306	-0.003173	0.009933	0.093737	12633.16406	1.26	14	0	11	36	29	5	68	7	1092	0	168	6	15	222	7930	148	0	318	389	0	0	41	198	0	3752	50	858	11	0	0	0	15	39	40	128	50	74	93	39	0	0	13	0	17950	4890
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000105.spe	210.04	7.78	1	1	0.018306	-0.003173	0.009933	0.093737	13405.12793	1.41	0	0	10	0	36	0	61	36	1236	5	201	9	17	257	10705	61	9	417	437	14	0	51	211	44	3736	85	822	5	0	5	0	0	38	50	76	124	110	0	62	0	81	0	1.65E+14	19139	5086
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000106.spe	212.04	7.78	1	1	0.018306	-0.003173	0.009933	0.093737	14400.07813	1.41	0	12	15	14	45	5	55	64	1755	15	302	0	8	276	14939	193	0	420	529	0	70	90	286	53	4180	0	818	0	0	8	20	0	19	77	32	17	0	0	0	93	0	11	9.84E+13	19042	5308
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000107.spe	214.04	7.78	1	1	0.018306	-0.003173	0.009933	0.093737	15324.23047	1.41	0	4	5	7	57	9	53	41	1884	26	297	0	30	279	15979	231	17	512	543	13	11	118	265	149	4898	0	854	0	0	0	0	32	22	80	87	65	92	10	0	44	15	10	0	20583	5355
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000108.spe	216.04	7.8	1	1	0.018306	-0.003173	0.009933	0.093737	14780.95898	1.26	0	4	18	0	26	0	75	23	1373	0	159	8	0	212	9364	165	0	423	498	28	37	141	334	66	4810	9	1032	6	0	0	0	10	0	44	11	23	0	0	0	88	9	7	0	21648	5976
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000109.spe	218.04	7.81	1	1	0.018306	-0.003173	0.009933	0.093737	13711.21191	1.39	0	0	0	0	0	0	70	0	566	0	93	0	23	108	5466	55	0	244	328	0	162	106	340	89	4558	28	983	0	0	0	0	19	57	38	78	15	0	45	85	124	8	13	6.42E+14	21163	5679
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000110.spe	220.04	7.75	1	1	0.018306	-0.003173	0.009933	0.093737	12715.95996	1.35	0	0	17	24	35	9	62	0	348	6	40	8	16	64	2695	68	0	173	231	33	0	119	314	0	4557	25	896	7	0	8	0	25	0	0	29	46	41	0	41	13	0	0	3.75E+14	20055	5250
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000111.spe	222.04	7.67	1	1	0.018306	-0.003173	0.009933	0.093737	12507.77148	1.28	34	17	16	22	27	0	84	11	695	0	43	0	0	113	3736	60	0	213	333	0	72	134	280	22	5042	0	923	0	0	0	11	0	29	14	55	15	0	74	0	0	0	0	0	19455	5164
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000112.spe	224.04	7.69	1	1	0.018306	-0.003173	0.009933	0.093737	13857.00293	1.42	0	0	0	15	35	6	80	14	778	5	55	0	0	154	4222	49	0	318	426	0	18	133	440	0	5698	120	948	0	0	5	9	13	54	48	43	31	10	0	13	55	0	0	6.08E+14	21326	5588
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000113.spe	226.04	7.7	1	1	0.018306	-0.003173	0.009933	0.093737	14767.25879	1.57	0	0	0	15	33	12	70	26	971	0	95	4	10	172	5878	121	0	366	479	81	126	105	428	54	5079	0	848	7	13	0	0	12	0	22	107	21	17	0	0	130	0	5	4.40E+14	22561	5966
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000114.spe	228.04	7.68	1	1	0.018306	-0.003173	0.009933	0.093737	13237.03418	1.28	0	0	0	0	8	0	55	15	472	12	42	19	0	88	2751	87	0	208	332	0	0	97	451	0	4857	18	903	0	0	0	0	0	33	20	0	21	68	9	77	0	0	0	3.32E+14	21061	5411
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000115.spe	230.04	7.64	1	1	0.018306	-0.003173	0.009933	0.093737	13962.99805	1.38	0	10	0	10	33	0	53	6	921	0	74	0	16	156	5630	87	0	317	403	17	32	112	457	0	5239	39	850	7	0	0	0	9	0	83	30	38	77	36	70	72	0	12	8.63E+14	21505	5683
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000116.spe	232.04	7.66	1	1	0.018306	-0.003173	0.009933	0.093737	13596.71777	1.33	6	21	5	33	19	12	66	32	916	7	148	0	0	187	7307	89	0	392	449	40	45	34	386	15	4592	0	808	7	0	0	0	16	18	107	50	36	28	0	0	130	0	13	2.83E+14	20419	5190
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000117.spe	234.04	7.66	1	1	0.018306	-0.003173	0.009933	0.093737	13770.00684	1.39	0	0	13	8	16	7	74	21	1282	0	181	8	0	172	9335	51	0	396	471	9	15	67	395	112	4123	0	913	0	0	0	0	21	49	90	41	51	105	50	0	30	53	0	0	19584	5186
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000118.spe	236.04	7.66	1	1	0.018306	-0.003173	0.009933	0.093737	15280.13379	1.42	0	0	10	0	34	0	44	53	1530	0	405	18	11	285	14431	265	0	527	446	0	29	89	399	16	4093	0	863	0	0	0	0	0	22	91	54	0	34	0	0	38	0	0	1.67E+13	20658	5414
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000119.spe	238.04	7.66	1	1	0.018306	-0.003173	0.009933	0.093737	15741.00977	1.33	0	0	0	0	63	0	50	45	1508	11	253	0	21	245	11993	209	9	509	498	0	128	210	426	73	4611	0	850	0	0	0	0	0	0	71	0	24	15	0	16	74	0	0	0	21670	5549
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000120.spe	240.04	7.67	1	1	0.018306	-0.003173	0.009933	0.093737	15319.42969	1.35	15	31	10	0	61	0	68	43	1551	4	151	15	0	244	8162	106	0	558	684	37	29	140	393	49	4440	0	974	6	0	0	0	12	0	82	98	0	23	0	0	43	7	21	7.51E+14	22100	5431
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000121.spe	242.04	7.69	1	1	0.018306	-0.003173	0.009933	0.093737	15422.62402	1.33	0	4	25	20	38	6	77	40	1711	0	148	0	11	292	9822	74	0	485	618	54	71	154	452	13	4958	0	923	7	0	0	0	0	19	58	55	25	0	0	9	5	19	0	0	21673	5754
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000122.spe	244.04	7.68	1	1	0.018306	-0.003173	0.009933	0.093737	15442.52344	1.65	0	0	11	13	52	0	76	51	1823	9	132	21	0	284	8533	102	0	537	647	66	11	84	530	46	5582	0	1095	14	0	6	0	0	0	78	63	17	87	30	14	18	35	9	2.65E+14	22224	5632
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000123.spe	246.04	7.66	1	1	0.018306	-0.003173	0.009933	0.093737	16379.87793	1.35	25	13	29	18	62	4	77	40	2413	0	129	0	19	323	11137	147	0	649	735	25	50	147	503	40	6082	29	877	8	7	15	0	10	0	81	57	55	24	58	82	0	40	12	0	22881	6116
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000124.spe	248.04	7.67	1	1	0.018306	-0.003173	0.009933	0.093737	16553.26758	1.69	0	0	0	11	50	11	58	53	2703	0	201	12	26	370	12475	67	0	714	784	0	0	113	539	0	5734	0	1093	10	0	0	0	33	25	104	91	52	118	11	0	0	37	5	0	22799	5935
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000125.spe	250.04	7.64	1	1	0.018306	-0.003173	0.009933	0.093737	15076.04102	1.49	13	0	0	9	47	0	72	39	2212	7	150	15	14	317	11342	189	17	544	678	0	0	81	459	13	5410	0	823	11	0	0	0	0	14	101	64	47	134	21	21	0	0	0	0	20666	5394
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000126.spe	252.04	7.64	1	1	0.018306	-0.003173	0.009933	0.093737	14531.76855	1.37	22	34	13	18	43	9	75	43	1504	11	123	5	15	275	9107	115	4	479	595	53	0	115	414	40	5090	23	995	5	0	0	0	26	12	92	85	50	114	90	0	0	44	17	1.88E+14	20976	5301
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000127.spe	254.04	7.64	1	1	0.018306	-0.003173	0.009933	0.093737	15376.32715	1.72	0	0	17	28	41	0	82	44	1886	5	126	11	17	259	8541	116	0	522	668	12	74	87	436	52	5536	0	876	10	0	0	0	15	46	106	63	51	42	142	47	0	5	0	0	22419	5677
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000128.spe	256.04	7.65	1	1	0.018306	-0.003173	0.009933	0.093737	14233.48633	1.37	0	5	32	26	45	5	78	19	1560	4	118	17	9	257	7894	88	0	507	532	0	69	34	367	32	5070	0	812	0	0	16	0	38	0	129	70	12	0	0	36	99	51	0	5.82E+14	20393	5347
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000129.spe	258.04	7.66	1	1	0.018306	-0.003173	0.009933	0.093737	15280.53125	1.36	11	28	17	20	40	5	30	18	2071	0	122	0	0	248	9940	130	0	587	635	32	115	120	371	5	5170	41	885	0	0	0	0	12	35	78	77	41	0	0	0	29	19	21	3.33E+14	21672	5695
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000130.spe	260.04	7.63	1	1	0.018306	-0.003173	0.009933	0.093737	15875.50391	2.02	0	0	19	9	59	0	48	39	1604	20	144	28	35	327	11777	43	13	556	727	35	77	122	409	0	4743	0	971	15	5	8	0	63	0	133	8	23	109	76	0	0	86	0	3.78E+14	22507	5642
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000131.spe	262.04	7.64	1	1	0.018306	-0.003173	0.009933	0.093737	16100.88965	1.47	0	0	0	9	31	5	73	39	1763	4	147	0	22	304	9735	117	0	653	695	11	67	146	362	6	4679	0	980	0	0	6	0	35	23	92	34	8	22	54	31	91	17	14	5.27E+14	23664	5816
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000132.spe	264.04	7.66	1	1	0.018306	-0.003173	0.009933	0.093737	16177.08887	1.61	0	0	8	45	51	5	69	52	1959	0	154	5	0	320	14217	121	0	580	640	0	60	77	512	97	5057	0	839	6	0	0	0	0	0	104	128	0	85	0	0	10	90	0	0	22397	5712
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000133.spe	266.04	7.62	1	1	0.018306	-0.003173	0.009933	0.093737	16798.75781	1.47	19	21	13	31	52	17	66	46	2488	0	137	18	26	361	16861	181	0	628	656	53	6	153	522	0	5118	0	844	5	0	16	0	24	0	124	65	39	88	128	28	0	46	0	6.27E+14	22050	5683
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000134.spe	268.04	7.63	1	1	0.018306	-0.003173	0.009933	0.093737	16939.04883	1.45	0	13	12	11	33	0	61	46	2237	9	140	17	20	367	15772	148	0	694	664	24	158	164	546	36	5578	0	872	0	0	0	0	5	0	28	76	29	0	28	36	0	41	9	2.92E+14	22860	5942
C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000135.spe	270.04	7.62	1	1	0.018306	-0.003173	0.009933	0.093737	17322.22852	1.57	0	0	0	20	30	0	57	44	2370	0	176	0	0	365	14831	146	0	697	709	0	0	52	472	25	5378	0	915	0	0	14	0	28	0	82	28	19	106	13	0	0	47	0	0	23817	5795
