"depth","MSE","cps","validity","Mg","Al","Si","P","S","Cl","Ar","K","Ca","Sc","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Ga","As","Se","Br","Rb","Sr","Y","Zr","Sn","Cs","Ba","Ta","W","Ir","Pt","Au","Hg","Pb","Th","U","Mo inc","Mo coh","filename","position","sample surface","revalidity","E-gain","E-offset","F-slope","F-offset","kcps","Fe a*2","S1","S2","S3","label","qc"
694,1.55,52919,TRUE,0,0,16,26,52,8,74,60,2919,0,309,29,0,446,16538,182,0,686,824,0,66,79,446,29,4953,43,828,5,0,0,20,8,43,116,85,19,0,35,8,18891,5031,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000047.spe",94.04,8,1,0.018306,-0.003173,0.009933,0.093737,15026.94629,45,49,0,0,"S2",FALSE
696,1.45,62401,TRUE,0,0,20,53,57,0,39,103,3143,38,350,19,14,599,19658,131,0,806,1195,0,91,86,457,70,6584,0,1059,21,0,8,8,0,16,93,98,71,45,0,0,21669,5800,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000305.spe",610.04,7.49,1,0.018309,-0.003173,0.009939,0.093737,17508.41992,0,118,0,0,"S1",FALSE
696,1.4,46436,TRUE,0,0,26,18,50,8,52,46,1706,11,186,0,23,285,11894,98,9,561,656,0,92,95,398,0,4980,0,899,0,0,0,0,12,0,97,35,0,0,22,0,18911,5165,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000048.spe",96.04,8,1,0.018306,-0.003173,0.009933,0.093737,13950.79785,101,32,18,2.73e+14,"S2",FALSE
698,1.3,52512,TRUE,27,27,24,19,60,5,57,75,2173,0,250,0,0,503,15337,53,11,748,968,84,56,85,292,90,5566,0,898,0,0,0,0,41,32,149,72,107,63,0,0,19440,5200,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000306.spe",612.04,7.46,1,0.018309,-0.003173,0.009939,0.093737,15072.43457,0,48,0,1.01e+15,"S1",FALSE
698,1.72,56120,TRUE,0,10,28,33,67,23,40,60,2956,0,278,20,21,446,17658,207,0,733,910,36,30,163,467,0,5526,0,841,12,0,0,0,0,0,66,102,27,77,37,0,19848,5318,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000049.spe",98.04,8,1,0.018306,-0.003173,0.009933,0.093737,15879.80273,80,78,0,0,"S2",FALSE
700,1.22,47452,TRUE,0,5,14,35,26,0,76,37,1618,0,217,18,29,382,12107,109,0,577,711,37,37,100,424,81,5512,64,813,0,0,0,0,25,30,76,73,40,43,0,0,18977,5153,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000307.spe",614.04,7.46,1,0.018309,-0.003173,0.009939,0.093737,14199.48828,6,45,0,0,"S1",FALSE
700,1.63,51431,TRUE,0,0,18,0,48,16,58,67,2405,0,249,36,6,387,13617,36,0,642,812,28,0,110,480,0,5604,80,869,7,0,0,0,0,0,78,30,22,80,76,0,20248,5285,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000050.spe",100.04,8,1,0.018306,-0.003173,0.009933,0.093737,15225.43457,37,108,9,0,"S2",FALSE
702,1.21,52425,TRUE,17,22,25,19,63,0,31,60,2353,0,280,0,19,498,14187,154,0,639,866,0,0,103,435,41,5976,0,681,11,0,0,0,32,20,117,78,108,154,79,92,19858,5407,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000308.spe",616.04,7.46,1,0.018309,-0.003173,0.009939,0.093737,15610.71582,0,57,0,1.33e+15,"S1",FALSE
702,1.6,59361,TRUE,18,14,30,30,58,0,43,63,3146,0,364,20,31,511,17244,222,0,809,989,0,68,50,469,160,6194,0,883,14,0,0,0,0,7,119,61,111,75,138,0,21810,5610,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000051.spe",102.04,8,1,0.018306,-0.003173,0.009933,0.093737,16946.14844,0,16,0,6.36e+14,"S2",FALSE
704,1.3,56623,TRUE,0,0,18,19,21,14,63,71,2696,8,346,11,0,549,17490,102,0,668,908,0,0,85,580,0,5742,0,872,0,0,0,0,0,31,37,7,0,56,14,0,20749,5453,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000309.spe",618.04,7.45,1,0.018309,-0.003173,0.009939,0.093737,16218.28516,13,85,0,0,"S1",FALSE
704,1.54,60271,TRUE,8,8,21,31,47,5,66,71,3434,0,333,29,17,552,17342,127,0,849,1086,0,0,141,524,87,6601,19,1022,0,0,0,0,0,57,41,75,0,40,41,0,21687,5833,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000052.spe",104.04,8,1,0.018306,-0.003173,0.009933,0.093737,17064.74219,77,90,0,0,"S2",FALSE
706,1.36,49452,TRUE,0,0,12,37,43,0,62,61,2065,0,232,0,32,446,14296,104,0,618,775,0,0,121,393,114,5167,0,775,0,0,7,22,0,58,73,135,79,122,27,0,18649,4927,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000310.spe",620.04,7.43,1,0.018309,-0.003173,0.009939,0.093737,14576.76758,0,53,0,1.11e+14,"S1",FALSE
706,1.41,59953,TRUE,0,0,17,29,41,0,47,65,3461,0,320,17,24,479,16672,153,0,836,1085,0,207,110,655,89,6579,88,1033,0,0,0,0,11,13,135,103,22,12,42,108,21754,5746,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000053.spe",106.04,8,1,0.018306,-0.003173,0.009933,0.093737,17025.24609,0,44,16,0,"S2",FALSE
708,1.4,59702,TRUE,0,0,22,24,46,5,65,63,2876,6,216,23,12,842,20507,210,0,830,892,14,11,177,464,68,5894,21,770,0,0,9,0,27,25,112,106,82,63,92,24,19611,5442,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000311.spe",622.04,7.43,1,0.018309,-0.003173,0.009939,0.093737,15911.50195,51,25,7,0,"S1",FALSE
708,1.45,59356,TRUE,6,10,25,27,55,0,41,52,3208,0,318,15,28,578,17597,160,0,912,1078,114,139,226,524,0,5960,0,879,0,0,0,0,49,17,88,97,60,0,0,0,21372,5643,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000054.spe",108.04,8,1,0.018306,-0.003173,0.009933,0.093737,16892.85352,78,78,0,0,"S2",FALSE
710,1.39,49941,TRUE,0,0,6,19,33,14,57,62,2255,0,229,8,18,434,12911,170,0,589,753,0,61,138,449,144,5728,0,737,22,0,0,0,19,0,16,63,83,51,0,7,19533,5294,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000312.spe",624.04,7.43,1,0.018309,-0.003173,0.009939,0.093737,14828.25391,38,45,13,7.06e+13,"S1",FALSE
710,1.42,53442,TRUE,0,0,18,15,38,0,28,57,2865,0,259,28,11,522,14617,105,0,762,872,15,80,134,436,100,5081,24,962,0,0,0,0,0,6,77,54,68,0,0,22,20523,5519,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000055.spe",110.04,8,1,0.018306,-0.003173,0.009933,0.093737,15645.81445,144,93,0,1.1e+15,"S2",FALSE
712,1.25,56314,TRUE,0,0,17,30,40,0,51,73,2893,0,354,0,0,536,16353,109,0,692,942,0,20,126,409,131,5807,0,877,0,0,0,8,13,43,82,52,58,0,0,0,21002,5555,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000313.spe",626.04,7.46,1,0.018309,-0.003173,0.009939,0.093737,16109.59082,41,66,5,6.77e+14,"S1",FALSE
712,1.37,53686,TRUE,0,17,12,18,44,0,64,66,2416,0,281,0,22,428,15428,202,0,697,837,0,9,152,456,0,4908,72,988,6,0,0,16,5,51,42,67,63,67,6,0,20791,5403,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000056.spe",112.04,8,1,0.018306,-0.003173,0.009933,0.093737,15893.20313,52,45,7,5.64e+14,"S2",FALSE
714,1.5,61366,TRUE,0,0,18,26,37,0,57,58,3564,23,329,32,26,737,18915,131,16,885,1181,23,51,167,487,101,6320,6,895,22,0,0,0,22,37,110,90,83,70,0,0,21012,5724,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000314.spe",628.04,7.46,1,0.018309,-0.003173,0.009939,0.093737,16990.54883,111,78,0,1.8e+14,"S1",FALSE
714,1.24,48230,TRUE,5,12,30,27,43,0,60,42,1843,0,216,25,12,344,12944,133,0,569,651,0,0,0,337,94,4217,68,1016,0,0,0,0,59,29,91,63,96,116,0,44,19789,5255,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000057.spe",114.04,8,1,0.018306,-0.003173,0.009933,0.093737,14618.26563,0,43,12,3.46e+14,"S2",FALSE
716,1.3,56745,TRUE,5,0,23,17,52,0,59,109,2740,0,260,0,17,569,16465,276,0,769,923,0,78,169,456,18,5741,0,841,0,0,0,9,0,27,81,40,57,14,0,94,21263,5573,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000315.spe",630.04,7.44,1,0.018309,-0.003173,0.009939,0.093737,16131.69043,0,0,0,4.22e+14,"S1",FALSE
716,1.49,51062,TRUE,0,0,31,24,44,9,48,43,1782,0,306,14,9,287,14009,245,0,472,515,0,0,38,361,18,4751,0,937,5,0,0,0,0,30,94,114,32,119,0,7,21104,5614,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000058.spe",116.04,8,1,0.018306,-0.003173,0.009933,0.093737,15535.91797,0,9,0,0,"S2",FALSE
718,1.58,54192,TRUE,0,0,0,15,53,0,40,57,2439,16,220,4,0,408,13747,0,0,654,894,0,184,147,497,102,6125,0,893,17,0,0,45,0,77,29,73,48,0,81,0,21469,5801,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000316.spe",632.04,7.44,1,0.018309,-0.003173,0.009939,0.093737,16058.49219,57,125,0,8.41e+14,"S1",FALSE
718,1.47,50171,TRUE,0,0,0,0,44,0,57,33,1577,0,248,0,22,267,13522,75,0,397,472,44,79,118,368,175,4197,0,989,9,0,19,0,36,0,85,39,35,13,55,57,21452,5687,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000059.spe",118.04,7.99,1,0.018306,-0.003173,0.009933,0.093737,15527.12012,0,101,0,1.58e+15,"S2",FALSE
720,1.48,49270,TRUE,0,0,6,20,24,19,58,68,1974,0,177,23,36,331,10288,128,0,607,804,7,0,107,512,134,5947,0,797,0,0,10,0,0,14,68,51,76,101,39,0,21161,5683,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000317.spe",634.04,7.43,1,0.018309,-0.003173,0.009939,0.093737,15136.6377,0,20,5,0,"S1",FALSE
720,1.43,42577,TRUE,32,0,15,28,24,6,74,13,884,0,150,0,12,161,6980,68,0,326,378,63,90,56,268,66,4267,0,892,5,8,0,0,26,12,84,46,70,0,0,0,21639,5773,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000060.spe",120.04,7.97,1,0.018306,-0.003173,0.009933,0.093737,14399.37793,61,13,9,1.64e+14,"S2",FALSE
722,1.49,49936,TRUE,0,0,0,21,46,6,56,71,2452,13,225,0,10,389,11705,70,0,665,886,21,0,66,322,0,5390,9,952,0,0,20,0,0,0,56,47,18,82,54,52,20654,5578,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000318.spe",636.04,7.43,1,0.018309,-0.003173,0.009939,0.093737,15036.0459,0,91,0,0,"S1",FALSE
722,1.3,37303,TRUE,31,0,20,27,29,0,63,0,464,0,58,11,0,85,3715,86,0,178,254,5,0,68,182,105,3927,0,988,0,0,0,15,0,20,30,43,94,33,0,0,21018,5714,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000061.spe",122.04,7.96,1,0.018306,-0.003173,0.009933,0.093737,13119.74023,40,0,0,1e+15,"S2",FALSE
724,1.36,51053,TRUE,17,36,9,32,52,8,43,49,2013,0,208,5,6,359,10991,134,0,553,885,0,26,161,398,0,6129,84,934,0,11,0,26,22,43,73,74,52,74,28,18,21965,5535,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000319.spe",638.04,7.41,1,0.018309,-0.003173,0.009939,0.093737,15661.61426,0,14,0,0,"S1",FALSE
724,1.51,36655,TRUE,0,0,0,0,37,8,89,0,314,0,54,5,19,57,2625,67,0,168,211,0,109,64,249,30,4154,47,990,0,0,6,8,8,46,14,71,13,0,66,4,21614,5508,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000062.spe",124.04,7.91,1,0.018306,-0.003173,0.009933,0.093737,13286.93066,0,9,0,1.14e+15,"S2",FALSE
726,1.16,49208,TRUE,19,12,24,18,51,6,81,47,2605,0,163,5,6,394,12768,75,8,609,841,46,32,152,490,0,5546,0,725,17,0,0,0,20,15,58,77,65,78,62,35,19111,4947,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000320.spe",640.04,7.39,1,0.018309,-0.003173,0.009939,0.093737,14394.57617,0,63,14,0,"S1",FALSE
726,1.26,36572,TRUE,15,28,5,12,35,6,88,12,496,0,109,6,10,96,4252,101,0,232,320,0,97,85,220,33,4014,9,803,0,0,0,41,47,69,57,22,22,0,12,0,19981,5237,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000063.spe",126.04,7.89,1,0.018306,-0.003173,0.009933,0.093737,12923.75195,0,0,0,1.02e+14,"S2",FALSE
728,1.41,50442,TRUE,0,15,5,23,64,0,65,53,2661,0,191,25,20,337,13190,172,0,668,791,52,53,94,511,7,5679,61,849,7,0,0,0,23,0,76,98,0,72,0,40,19195,5345,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000321.spe",642.04,7.36,1,0.018309,-0.003173,0.009939,0.093737,14755.45898,0,23,0,1.03e+15,"S1",FALSE
728,1.43,36154,TRUE,0,17,0,0,28,7,66,11,276,0,67,0,5,43,3828,88,0,236,292,43,39,53,360,0,4389,0,939,0,0,0,0,37,7,37,6,19,32,0,0,19814,5415,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000064.spe",128.04,7.86,1,0.018306,-0.003173,0.009933,0.093737,12748.66016,0,5,0,3.14e+15,"S2",FALSE
730,1.25,51689,TRUE,0,0,0,23,30,0,51,46,2208,0,198,17,10,391,12649,139,0,567,776,8,106,144,470,85,5670,13,980,0,0,0,0,17,0,88,16,0,0,39,34,21237,5670,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000322.spe",644.04,7.36,1,0.018309,-0.003173,0.009939,0.093737,15454.22363,7,97,8,5.6e+14,"S1",FALSE
730,1.34,28725,TRUE,0,0,8,25,20,6,77,0,58,0,0,0,8,25,1297,23,0,94,152,0,80,125,221,0,3686,122,635,0,0,15,27,9,30,30,26,27,0,0,0,16988,4857,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000065.spe",130.04,7.84,1,0.018306,-0.003173,0.009933,0.093737,10681.2627,54,13,0,5.9e+14,"S2",FALSE
732,1.44,52828,TRUE,0,5,0,17,15,0,27,30,2469,0,210,8,0,379,13661,71,17,583,790,0,157,124,424,0,5765,0,846,0,0,0,11,14,19,74,82,64,0,17,0,21313,5594,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000323.spe",646.04,7.37,1,0.018309,-0.003173,0.009939,0.093737,16007.79688,42,77,0,1.06e+15,"S1",FALSE
732,1.36,32611,TRUE,0,14,0,8,27,10,63,0,270,6,17,0,4,46,2467,73,17,161,276,0,27,52,245,13,3853,0,808,0,0,9,0,17,65,91,71,31,26,70,0,18837,4937,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000066.spe",132.04,7.84,1,0.018306,-0.003173,0.009933,0.093737,11621.11523,0,0,0,1.54e+14,"S2",FALSE
734,1.35,53267,TRUE,0,0,24,44,39,9,47,56,2741,8,208,22,0,428,13722,186,7,614,700,35,153,114,438,79,5482,22,890,15,0,0,0,19,0,110,68,70,0,0,26,21368,5523,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000324.spe",648.04,7.33,1,0.018309,-0.003173,0.009939,0.093737,15955.09961,0,26,0,0,"S1",FALSE
734,1.55,36740,TRUE,12,0,11,29,32,5,51,12,584,0,80,8,7,77,4881,67,0,204,302,0,0,105,267,19,4294,51,805,0,9,0,0,0,10,65,40,41,20,91,0,19377,5184,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000067.spe",134.04,7.84,1,0.018306,-0.003173,0.009933,0.093737,12816.55469,0,6,0,0,"S2",FALSE
736,1.29,57034,TRUE,0,0,25,11,51,0,53,76,3002,0,221,20,19,439,15308,139,0,611,888,0,65,166,572,18,6258,13,857,12,0,0,8,0,18,37,73,32,23,97,0,22263,5659,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000325.spe",650.04,7.3,1,0.018309,-0.003173,0.009939,0.093737,16754.05664,0,45,4,4.69e+14,"S1",FALSE
736,1.29,40150,TRUE,0,11,14,8,28,4,82,0,977,0,95,19,17,137,6361,123,0,333,499,0,0,79,311,14,4923,0,920,9,5,0,0,17,30,75,51,62,23,0,53,19705,5144,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000068.spe",136.04,7.84,1,0.018306,-0.003173,0.009933,0.093737,13160.33887,21,0,4,0,"S2",FALSE
738,1.4,54510,TRUE,0,8,21,26,51,19,59,39,2613,0,185,21,16,391,13971,149,0,616,717,0,200,246,567,81,6267,35,1057,19,0,0,0,8,20,52,28,40,0,32,62,21171,5594,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000326.spe",652.04,7.29,1,0.018309,-0.003173,0.009939,0.093737,16009.49707,129,61,0,0,"S1",FALSE
738,1.78,34803,TRUE,0,0,0,16,0,0,57,10,295,6,38,8,0,65,3250,49,0,180,286,0,0,80,290,118,4559,26,819,0,0,8,0,37,83,87,38,80,114,102,41,19092,4969,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000069.spe",138.04,7.85,1,0.018306,-0.003173,0.009933,0.093737,12001.19824,0,0,0,0,"S2",FALSE
740,1.16,58654,TRUE,0,6,27,40,46,10,71,81,2718,6,217,16,0,399,17073,182,0,719,837,0,0,206,596,44,6130,0,989,0,0,0,0,8,0,82,62,57,114,0,33,22130,5684,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000327.spe",654.04,7.29,1,0.018309,-0.003173,0.009939,0.093737,16923.74805,71,11,14,0,"S1",FALSE
740,1.62,35571,TRUE,0,0,0,0,0,10,59,0,308,10,19,12,14,67,2410,32,0,172,261,9,22,86,244,79,4488,0,1079,0,7,0,11,0,0,44,13,52,32,36,0,20362,5569,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000070.spe",140.04,7.87,1,0.018306,-0.003173,0.009933,0.093737,12476.77246,64,10,0,0,"S2",FALSE
742,1.5,55215,TRUE,0,0,0,17,30,0,54,40,2521,0,201,18,0,410,15486,161,9,736,822,59,78,151,489,54,5916,0,863,14,0,0,0,0,25,127,110,103,69,46,0,21017,5543,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000328.spe",656.04,7.31,1,0.018309,-0.003173,0.009939,0.093737,15952.29883,46,30,0,0,"S1",FALSE
742,1.26,33296,TRUE,5,15,0,11,18,13,93,10,69,0,11,0,8,30,949,21,0,128,166,22,0,67,324,87,4709,0,975,0,0,0,0,0,0,32,24,13,0,22,38,20053,5341,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000071.spe",142.04,7.87,1,0.018306,-0.003173,0.009933,0.093737,12262.9834,42,0,4,0,"S2",FALSE
744,1.32,50296,TRUE,13,15,12,34,55,10,55,57,1957,13,167,0,14,292,11582,143,0,529,640,0,97,136,501,0,5445,23,862,8,0,0,0,0,42,73,74,58,0,0,0,21612,5657,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000329.spe",658.04,7.31,1,0.018309,-0.003173,0.009939,0.093737,15635.21289,120,7,7,0,"S1",FALSE
744,1.24,29336,TRUE,11,31,20,25,36,20,87,18,154,0,20,6,7,35,1173,33,0,99,183,0,53,50,162,27,3810,31,918,0,0,0,0,9,0,61,28,34,0,55,0,17435,4705,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000072.spe",144.04,7.86,1,0.018306,-0.003173,0.009933,0.093737,10678.36426,0,0,24,8.28e+14,"S2",FALSE
746,1.42,56180,TRUE,0,0,13,17,71,9,48,49,2698,0,200,32,25,405,14414,108,0,802,841,0,103,199,566,60,5499,0,1045,0,0,0,0,23,64,105,90,38,46,77,45,22639,5841,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000330.spe",660.04,7.3,1,0.018309,-0.003173,0.009939,0.093737,16615.06445,8,67,0,0,"S1",FALSE
746,1.26,32147,TRUE,17,10,21,15,10,5,68,0,236,0,28,8,0,30,1737,78,18,162,251,0,176,35,220,36,4103,0,897,0,0,8,0,11,14,25,14,16,0,15,0,18777,5106,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000073.spe",146.04,7.86,1,0.018306,-0.003173,0.009933,0.093737,11673.91309,0,0,0,2.13e+14,"S2",FALSE
748,1.35,52275,TRUE,0,0,16,0,45,0,76,62,2186,0,162,12,25,387,12997,114,0,619,726,0,64,156,532,138,5557,0,840,12,0,12,13,21,48,77,51,7,0,0,31,21516,5773,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000331.spe",662.04,7.29,1,0.018309,-0.003173,0.009939,0.093737,15751.91016,0,57,0,3.85e+14,"S1",FALSE
748,1.66,31930,TRUE,7,4,6,14,24,13,73,10,166,7,0,9,22,18,1356,19,15,120,197,13,77,67,301,0,4178,20,1011,8,8,14,0,0,0,46,49,0,0,0,0,18956,5077,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000074.spe",148.04,7.88,1,0.018306,-0.003173,0.009933,0.093737,11522.01953,25,0,22,2.97e+12,"S2",FALSE
750,1.3,45918,TRUE,0,0,0,15,42,0,55,27,1866,15,172,11,15,285,11111,56,0,573,720,0,56,80,473,0,4864,0,763,14,0,0,10,0,33,50,42,0,0,0,0,19479,5057,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000332.spe",664.04,7.27,1,0.018309,-0.003173,0.009939,0.093737,14192.28711,34,91,0,0,"S1",FALSE
750,1.14,32323,TRUE,6,0,6,0,10,0,41,0,118,0,6,0,13,21,1209,30,10,123,169,0,71,100,249,48,4282,90,992,0,0,0,0,15,23,22,36,0,0,0,59,19328,5186,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000075.spe",150.04,7.87,1,0.018306,-0.003173,0.009933,0.093737,11682.81445,60,0,24,0,"S2",FALSE
752,1.17,40734,TRUE,0,0,18,0,42,0,54,36,1171,0,109,16,10,184,7912,0,0,357,476,0,0,52,358,0,4628,149,801,0,0,0,0,0,16,88,63,11,94,39,110,18963,4977,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000333.spe",666.04,7.27,1,0.018309,-0.003173,0.009939,0.093737,12948.64941,0,83,0,7.51e+14,"S1",FALSE
752,1.23,30504,TRUE,0,0,0,0,19,0,56,0,146,0,14,0,0,33,1198,62,16,86,208,20,10,45,239,43,4076,0,888,0,0,0,11,0,0,35,38,5,27,101,0,18212,4916,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000076.spe",152.04,7.83,1,0.018306,-0.003173,0.009933,0.093737,11117.74121,0,0,0,2.4e+14,"S2",FALSE
754,1.11,44698,TRUE,0,21,0,0,34,0,44,33,1412,0,125,14,7,211,8878,157,0,405,512,0,39,196,494,10,5122,0,979,11,0,0,49,0,33,35,27,36,31,9,0,20473,5256,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000334.spe",668.04,7.26,1,0.018309,-0.003173,0.009939,0.093737,14050.89258,45,7,7,2.09e+13,"S1",FALSE
754,1.24,36966,TRUE,0,26,8,0,30,0,68,19,683,0,102,9,0,157,4540,110,27,237,435,0,93,89,250,24,4608,50,871,5,0,0,14,6,22,39,51,77,0,0,0,19191,5043,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000077.spe",154.04,7.77,1,0.018306,-0.003173,0.009933,0.093737,12471.77441,82,4,13,0,"S2",FALSE
756,1.46,53469,TRUE,0,0,0,8,58,0,56,54,2453,0,204,25,0,421,14113,233,0,771,763,0,247,135,612,28,5086,0,863,13,0,0,0,0,0,91,59,0,0,0,0,21719,5317,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1A\XRF data\L000335.spe",670.04,7.26,1,0.018309,-0.003173,0.009939,0.093737,16268.48438,140,0,0,0,"S1",FALSE
756,1.39,41735,TRUE,0,0,15,7,20,18,66,22,1038,0,138,10,0,189,7022,105,0,319,502,11,0,98,320,27,4997,43,869,6,0,0,0,8,13,69,26,0,49,28,0,20253,5432,"C:\Data\ITRAX\ARD_Aug 2013_Mo-tube_Reanalysed_USE\ARD1B\XRF data\L000078.spe",156.04,7.76,1,0.018306,-0.003173,0.009933,0.093737,13699.91211,15,20,0,1.13e+15,"S2",FALSE
